LAT,LON,YEAR,MO,DY,WS50M_RANGE,WS10M_RANGE,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M,KT,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN
36.78551,10.15781,1993,06,26,    3.28,    3.25,    1.05,    0.66,    4.33,    3.91,    2.39,    1.99,              0.58,              6.76,              6.76
36.78551,10.15781,1993,06,27,    5.51,    5.39,    3.72,    2.40,    9.23,    7.79,    7.00,    5.27,              0.63,              7.23,              7.31
36.78551,10.15781,1993,06,28,    2.63,    2.16,    3.04,    1.74,    5.66,    3.90,    4.28,    3.06,              0.64,              7.34,              7.39
36.78551,10.15781,1993,06,29,    7.65,    5.72,    0.07,    0.25,    7.72,    5.97,    4.33,    2.97,              0.46,              7.54,              5.26
36.78551,10.15781,1993,06,30,    2.55,    3.25,    4.23,    2.48,    6.78,    5.73,    5.63,    4.17,              0.63,              7.32,              7.28
36.78551,10.15781,1993,07,01,    6.64,    4.92,    0.76,    0.73,    7.40,    5.64,    4.45,    3.38,              0.56,              8.42,              6.51
36.78551,10.15781,1993,07,02,    3.29,    2.22,    4.82,    3.90,    8.11,    6.12,    6.77,    5.10,              0.36,              8.39,              4.15
36.78551,10.15781,1993,07,03,    3.31,    2.33,    5.34,    4.24,    8.66,    6.57,    6.97,    5.26,              0.67,              8.44,              7.68
36.78551,10.15781,1993,07,04,    2.03,    1.57,    6.58,    4.68,    8.61,    6.25,    7.84,    5.46,              0.62,              7.12,              7.13
36.78551,10.15781,1993,07,05,    7.81,    4.25,    0.66,    0.30,    8.47,    4.55,    4.57,    2.81,              0.61,              7.32,              6.98
36.78551,10.15781,1993,07,06,    4.33,    4.92,    6.37,    3.60,   10.70,    8.52,    8.83,    6.65,              0.60,              7.53,              6.94
36.78551,10.15781,1993,07,07,    4.62,    4.83,    7.40,    5.40,   12.02,   10.23,    9.67,    7.96,              0.64,              7.30,              7.33
36.78551,10.15781,1993,07,08,    4.88,    3.85,    3.35,    2.36,    8.24,    6.20,    5.99,    4.94,              0.69,              7.54,              7.86
36.78551,10.15781,1993,07,09,    6.07,    4.65,    0.14,    0.13,    6.21,    4.79,    3.08,    2.58,              0.76,              8.71,              8.71
36.78551,10.15781,1993,07,10,    7.04,    5.93,    3.23,    2.44,   10.26,    8.37,    7.62,    5.94,              0.59,              6.93,              6.80
36.78551,10.15781,1993,07,11,    6.47,    5.55,    2.51,    1.53,    8.98,    7.08,    6.24,    5.07,              0.66,              7.86,              7.51
36.78551,10.15781,1993,07,12,    1.72,    2.26,    7.82,    6.07,    9.55,    8.33,    8.75,    7.30,              0.67,              7.70,              7.68
36.78551,10.15781,1993,07,13,    3.52,    4.57,    7.30,    4.88,   10.83,    9.45,    9.33,    7.61,              0.71,              8.41,              8.08
36.78551,10.15781,1993,07,14,    6.42,    4.30,    0.58,    0.43,    6.99,    4.73,    4.25,    3.36,              0.73,              8.34,              8.33
36.78551,10.15781,1993,07,15,    6.01,    4.79,    1.40,    1.01,    7.41,    5.80,    3.96,    3.32,              0.74,              8.43,              8.43
36.78551,10.15781,1993,07,16,    1.96,    2.52,    5.64,    3.73,    7.60,    6.25,    6.46,    5.10,              0.71,              8.21,              8.01
36.78551,10.15781,1993,07,17,    1.78,    2.18,    5.15,    3.31,    6.93,    5.49,    5.94,    4.69,              0.71,              8.19,              8.03
36.78551,10.15781,1993,07,18,    4.08,    3.13,    3.72,    2.66,    7.79,    5.79,    5.46,    4.19,              0.73,              8.29,              8.29
36.78551,10.15781,1993,07,19,    5.51,    3.85,    0.84,    0.63,    6.34,    4.48,    3.98,    2.95,              0.72,              8.18,              8.08
36.78551,10.15781,1993,07,20,    3.62,    3.23,    1.08,    1.04,    4.70,    4.27,    2.63,    2.21,              0.68,              7.78,              7.64
36.78551,10.15781,1993,07,21,    6.67,    6.17,    4.53,    3.48,   11.19,    9.65,    8.93,    7.45,              0.68,              7.97,              7.60
36.78551,10.15781,1993,07,22,    3.37,    4.09,    9.30,    6.95,   12.67,   11.04,   11.40,    9.38,              0.72,              8.47,              8.08
36.78551,10.15781,1993,07,23,    4.30,    4.24,    5.65,    3.47,    9.95,    7.71,    8.03,    6.47,              0.71,              8.25,              7.92
36.78551,10.15781,1993,07,24,    4.33,    2.86,    1.64,    1.70,    5.97,    4.56,    3.54,    2.87,              0.69,              7.63,              7.65
36.78551,10.15781,1993,07,25,    4.07,    3.98,    4.90,    2.98,    8.96,    6.96,    6.48,    5.10,              0.66,              7.21,              7.32
36.78551,10.15781,1993,07,26,    3.86,    2.60,    3.77,    2.91,    7.63,    5.51,    5.23,    4.02,              0.68,              7.54,              7.50
36.78551,10.15781,1993,07,27,    3.53,    3.99,    6.68,    4.96,   10.21,    8.95,    8.98,    7.37,              0.69,              7.78,              7.62
36.78551,10.15781,1993,07,28,    3.41,    3.67,    4.76,    2.94,    8.17,    6.61,    6.78,    5.29,              0.68,              7.38,              7.51
36.78551,10.15781,1993,07,29,    3.25,    2.27,    2.07,    1.82,    5.32,    4.09,    4.00,    2.99,              0.67,              7.35,              7.41
36.78551,10.15781,1993,07,30,    6.73,    5.04,    2.24,    1.65,    8.97,    6.69,    5.53,    4.38,              0.65,              7.10,              7.10
36.78551,10.15781,1993,07,31,    6.26,    3.72,    0.98,    0.71,    7.24,    4.43,    3.76,    2.66,              0.67,              7.30,              7.37
36.78551,10.15781,1993,08,01,    2.26,    2.71,    3.50,    2.42,    5.76,    5.13,    5.06,    4.00,              0.69,              7.55,              7.53
36.78551,10.15781,1993,08,02,    3.96,    3.02,    1.50,    1.37,    5.46,    4.39,    3.57,    2.79,              0.72,              7.82,              7.82
36.78551,10.15781,1993,08,03,    4.85,    3.26,    1.78,    1.29,    6.64,    4.55,    3.68,    2.74,              0.72,              7.88,              7.79
36.78551,10.15781,1993,08,04,    4.69,    4.10,    0.98,    0.67,    5.67,    4.77,    3.13,    2.51,              0.65,              7.05,              7.05
36.78551,10.15781,1993,08,05,    3.79,    3.47,    0.74,    0.51,    4.53,    3.98,    2.46,    1.99,              0.68,              7.34,              7.31
36.78551,10.15781,1993,08,06,    3.92,    3.67,    1.18,    0.84,    5.10,    4.51,    3.31,    2.60,              0.69,              7.36,              7.36
36.78551,10.15781,1993,08,07,    2.95,    3.40,    4.21,    2.68,    7.17,    6.08,    6.47,    4.82,              0.68,              7.31,              7.30
36.78551,10.15781,1993,08,08,    4.98,    2.39,    1.99,    1.94,    6.98,    4.33,    4.25,    3.08,              0.69,              7.50,              7.32
36.78551,10.15781,1993,08,09,    5.16,    6.10,    6.69,    3.67,   11.85,    9.77,    9.56,    7.39,              0.68,              7.36,              7.18
36.78551,10.15781,1993,08,10,    4.19,    3.93,    8.22,    6.45,   12.41,   10.39,   10.19,    8.33,              0.70,              7.67,              7.44
36.78551,10.15781,1993,08,11,    1.52,    2.28,    7.34,    5.24,    8.86,    7.52,    7.95,    6.38,              0.72,              7.58,              7.54
36.78551,10.15781,1993,08,12,    4.91,    4.74,    2.29,    1.56,    7.20,    6.29,    5.98,    4.98,              0.66,              7.12,              6.88
36.78551,10.15781,1993,08,13,    4.07,    3.23,    1.62,    1.49,    5.70,    4.72,    3.46,    2.92,              0.63,              7.30,              6.59
36.78551,10.15781,1993,08,14,    6.01,    5.63,    3.10,    2.03,    9.10,    7.66,    5.51,    4.59,              0.64,              6.86,              6.68
36.78551,10.15781,1993,08,15,    2.19,    2.35,    7.23,    5.55,    9.43,    7.90,    8.10,    6.67,              0.59,              7.03,              6.08
36.78551,10.15781,1993,08,16,    5.83,    5.95,    5.19,    3.16,   11.02,    9.11,    7.38,    5.89,              0.64,              7.28,              6.58
36.78551,10.15781,1993,08,17,    5.23,    4.43,    3.32,    2.75,    8.54,    7.18,    6.20,    4.96,              0.66,              7.26,              6.82
36.78551,10.15781,1993,08,18,    3.52,    1.99,    2.57,    2.26,    6.09,    4.25,    3.96,    3.00,              0.70,              7.16,              7.21
36.78551,10.15781,1993,08,19,    3.89,    3.06,    0.83,    0.63,    4.73,    3.69,    2.44,    1.97,              0.66,              6.77,              6.77
36.78551,10.15781,1993,08,20,    3.31,    3.22,    2.30,    1.70,    5.61,    4.92,    4.73,    3.66,              0.58,              5.81,              5.88
36.78551,10.15781,1993,08,21,    5.54,    3.81,    0.76,    0.83,    6.30,    4.64,    3.34,    2.71,              0.64,              6.52,              6.51
36.78551,10.15781,1993,08,22,    4.54,    4.60,    4.82,    3.07,    9.36,    7.67,    6.58,    5.21,              0.62,              6.23,              6.23
36.78551,10.15781,1993,08,23,    6.39,    4.64,    1.89,    1.77,    8.28,    6.41,    5.86,    4.46,              0.61,              6.16,              6.14
36.78551,10.15781,1993,08,24,    5.81,    3.74,    0.86,    0.64,    6.67,    4.38,    3.91,    2.82,              0.61,              6.13,              6.13
36.78551,10.15781,1993,08,25,    4.73,    3.31,    0.67,    0.41,    5.40,    3.71,    2.93,    1.97,              0.56,              5.51,              5.51
36.78551,10.15781,1993,08,26,    3.11,    3.17,    2.67,    1.65,    5.78,    4.83,    4.57,    3.53,              0.58,              5.53,              5.71
36.78551,10.15781,1993,08,27,    7.76,    6.44,    0.47,    0.44,    8.23,    6.89,    3.85,    3.15,              0.62,              5.96,              6.05
36.78551,10.15781,1993,08,28,    3.62,    2.85,    5.20,    4.85,    8.82,    7.71,    7.20,    6.16,              0.56,              6.85,              5.52
36.78551,10.15781,1993,08,29,    1.67,    2.48,    5.52,    3.96,    7.19,    6.44,    6.38,    5.32,              0.47,              6.75,              4.52
36.78551,10.15781,1993,08,30,    2.37,    3.20,    4.88,    3.20,    7.25,    6.40,    6.65,    5.40,              0.57,              6.13,              5.49
36.78551,10.15781,1993,08,31,    4.60,    4.72,    0.55,    0.33,    5.15,    5.04,    3.03,    2.49,              0.60,              5.81,              5.82
36.78551,10.15781,1993,09,01,    5.07,    4.96,    0.19,    0.13,    5.26,    5.09,    2.32,    2.03,              0.55,              5.97,              5.27
36.78551,10.15781,1993,09,02,    5.00,    4.92,    0.26,    0.14,    5.26,    5.06,    2.89,    2.48,              0.58,              5.31,              5.48
36.78551,10.15781,1993,09,03,    4.40,    3.96,    0.26,    0.25,    4.66,    4.21,    2.07,    1.68,              0.63,              5.86,              5.95
36.78551,10.15781,1993,09,04,    4.97,    4.14,    1.52,    1.32,    6.49,    5.45,    3.34,    2.77,              0.47,              5.99,              4.44
36.78551,10.15781,1993,09,05,    5.17,    5.24,    6.21,    4.70,   11.38,    9.94,    9.10,    7.38,              0.65,              6.31,              6.06
36.78551,10.15781,1993,09,06,    6.46,    4.82,    0.77,    0.70,    7.22,    5.52,    4.38,    3.41,              0.72,              6.75,              6.73
36.78551,10.15781,1993,09,07,    5.94,    5.78,    2.19,    1.30,    8.12,    7.08,    5.68,    4.28,              0.62,              6.20,              5.70
36.78551,10.15781,1993,09,08,    6.73,    5.24,    2.10,    1.34,    8.83,    6.58,    5.57,    4.19,              0.57,              5.97,              5.21
36.78551,10.15781,1993,09,09,   11.16,    8.84,    1.25,    0.84,   12.41,    9.68,    5.62,    4.11,              0.48,              5.70,              4.39
36.78551,10.15781,1993,09,10,    6.38,    5.53,    1.32,    1.04,    7.71,    6.57,    5.22,    4.29,              0.52,              6.47,              4.68
36.78551,10.15781,1993,09,11,    8.30,    7.75,    2.65,    1.67,   10.95,    9.42,    7.02,    5.64,              0.52,              6.43,              4.71
36.78551,10.15781,1993,09,12,    3.97,    2.47,    3.72,    2.82,    7.69,    5.29,    5.47,    4.12,              0.65,              5.95,              5.82
36.78551,10.15781,1993,09,13,    8.37,    7.09,    0.42,    0.40,    8.79,    7.49,    5.04,    3.82,              0.64,              5.74,              5.74
36.78551,10.15781,1993,09,14,    8.81,    7.54,    2.54,    2.10,   11.35,    9.64,    6.53,    5.37,              0.42,              5.61,              3.72
36.78551,10.15781,1993,09,15,    5.13,    4.24,    2.52,    1.85,    7.65,    6.09,    5.87,    4.79,              0.65,              6.46,              5.71
36.78551,10.15781,1993,09,16,    4.04,    3.93,    1.51,    1.01,    5.55,    4.94,    3.51,    2.57,              0.69,              6.02,              6.01
36.78551,10.15781,1993,09,17,    6.36,    3.84,    1.20,    1.00,    7.56,    4.84,    3.55,    2.56,              0.68,              5.92,              5.92
36.78551,10.15781,1993,09,18,    3.34,    2.72,    5.87,    3.77,    9.21,    6.48,    7.57,    5.39,              0.62,              6.09,              5.34
36.78551,10.15781,1993,09,19,    5.47,    3.34,    2.00,    2.01,    7.46,    5.35,    5.16,    3.77,              0.55,              5.92,              4.66
36.78551,10.15781,1993,09,20,    5.84,    4.84,    2.24,    1.98,    8.08,    6.82,    5.06,    3.69,              0.62,              5.74,              5.28
36.78551,10.15781,1993,09,21,    4.57,    4.08,    1.90,    1.41,    6.47,    5.50,    4.64,    3.46,              0.54,              5.91,              4.55
36.78551,10.15781,1993,09,22,    4.46,    4.99,    5.55,    3.30,   10.01,    8.29,    8.07,    6.28,              0.53,              5.02,              4.43
36.78551,10.15781,1993,09,23,    6.29,    5.90,    6.49,    4.81,   12.79,   10.72,   10.19,    8.17,              0.57,              5.83,              4.73
36.78551,10.15781,1993,09,24,    6.54,    5.95,    0.54,    0.18,    7.08,    6.12,    5.01,    4.01,              0.36,              5.70,              2.98
36.78551,10.15781,1993,09,25,    2.54,    3.03,    4.63,    3.23,    7.17,    6.26,    6.01,    4.42,              0.58,              4.90,              4.74
36.78551,10.15781,1993,09,26,    3.21,    2.45,    2.42,    1.60,    5.63,    4.05,    4.06,    2.98,              0.54,              5.07,              4.37
36.78551,10.15781,1993,09,27,    6.82,    5.43,    2.35,    1.59,    9.17,    7.03,    5.98,    4.57,              0.48,              5.62,              3.84
36.78551,10.15781,1993,09,28,    6.47,    5.06,    1.00,    1.10,    7.47,    6.16,    4.08,    3.24,              0.19,              5.61,              1.55
36.78551,10.15781,1993,09,29,    5.52,    3.94,    1.59,    1.12,    7.11,    5.06,    5.00,    3.77,              0.44,              5.39,              3.53
36.78551,10.15781,1993,09,30,    8.62,    6.31,    1.57,    1.10,   10.19,    7.41,    5.90,    4.52,              0.63,              4.89,              4.96
36.78551,10.15781,1993,10,01,    7.01,    5.18,    2.77,    2.07,    9.79,    7.24,    7.33,    5.54,              0.30,              5.56,              2.34
36.78551,10.15781,1993,10,02,    6.49,    5.70,    3.36,    2.02,    9.85,    7.71,    6.43,    4.99,              0.50,              3.89,              3.87
36.78551,10.15781,1993,10,03,    6.48,    6.07,    9.19,    6.74,   15.67,   12.82,   12.18,    9.62,              0.41,              5.56,              3.18
36.78551,10.15781,1993,10,04,    5.96,    5.02,    5.43,    3.54,   11.39,    8.56,    9.21,    7.03,              0.53,              5.21,              4.05
36.78551,10.15781,1993,10,05,    5.86,    4.78,    2.13,    1.57,    7.99,    6.35,    5.71,    4.19,              0.65,              5.52,              4.89
36.78551,10.15781,1993,10,06,    3.68,    2.42,    4.30,    3.42,    7.98,    5.84,    6.53,    4.61,              0.60,              4.54,              4.53
36.78551,10.15781,1993,10,07,    7.48,    6.09,    0.66,    0.39,    8.13,    6.48,    4.85,    3.63,              0.58,              4.37,              4.33
36.78551,10.15781,1993,10,08,    5.79,    4.70,    4.41,    3.71,   10.20,    8.41,    7.21,    5.39,              0.48,              4.61,              3.56
36.78551,10.15781,1993,10,09,    4.31,    2.73,    2.41,    2.36,    6.73,    5.09,    4.87,    3.57,              0.59,              4.43,              4.31
36.78551,10.15781,1993,10,10,    4.97,    3.81,    0.04,    0.20,    5.02,    4.01,    3.13,    2.22,              0.68,              4.95,              4.93
36.78551,10.15781,1993,10,11,    8.87,    5.32,    1.01,    0.84,    9.88,    6.16,    4.76,    3.23,              0.57,              5.03,              4.10
36.78551,10.15781,1993,10,12,    3.44,    2.27,    5.37,    3.73,    8.81,    6.00,    7.20,    5.08,              0.55,              4.24,              3.93
36.78551,10.15781,1993,10,13,    6.85,    4.95,    5.07,    3.41,   11.92,    8.36,    8.61,    5.80,              0.61,              4.35,              4.32
36.78551,10.15781,1993,10,14,    4.56,    2.47,    2.92,    2.64,    7.48,    5.12,    5.21,    3.78,              0.56,              4.73,              3.94
36.78551,10.15781,1993,10,15,    4.40,    4.86,    3.69,    2.36,    8.09,    7.22,    5.60,    4.44,              0.50,              4.88,              3.49
36.78551,10.15781,1993,10,16,    8.32,    6.73,    2.75,    1.89,   11.06,    8.61,    7.61,    5.86,              0.58,              4.11,              3.97
36.78551,10.15781,1993,10,17,    4.91,    3.60,    4.32,    3.44,    9.23,    7.04,    7.04,    5.25,              0.53,              4.85,              3.61
36.78551,10.15781,1993,10,18,    5.38,    2.92,    2.16,    1.88,    7.54,    4.80,    4.37,    3.09,              0.63,              4.26,              4.22
36.78551,10.15781,1993,10,19,    5.02,    3.74,    3.09,    2.27,    8.11,    6.01,    5.51,    4.26,              0.54,              3.90,              3.61
36.78551,10.15781,1993,10,20,    3.23,    1.67,    3.21,    2.57,    6.44,    4.23,    4.81,    3.41,              0.60,              4.17,              4.00
36.78551,10.15781,1993,10,21,    6.86,    5.75,    1.48,    0.98,    8.34,    6.73,    4.92,    3.73,              0.11,              4.55,              0.72
36.78551,10.15781,1993,10,22,    7.24,    5.48,    1.79,    1.68,    9.03,    7.17,    6.00,    5.08,              0.41,              4.56,              2.65
36.78551,10.15781,1993,10,23,    7.70,    6.51,    2.08,    1.50,    9.78,    8.02,    5.68,    4.35,              0.67,              4.66,              4.29
36.78551,10.15781,1993,10,24,    7.19,    5.35,    0.55,    0.47,    7.74,    5.82,    4.47,    3.33,              0.39,              4.45,              2.49
36.78551,10.15781,1993,10,25,    3.31,    4.13,    5.55,    3.65,    8.86,    7.79,    7.27,    5.66,              0.42,              4.36,              2.63
36.78551,10.15781,1993,10,26,    4.29,    3.73,    2.93,    2.15,    7.23,    5.89,    5.57,    4.09,              0.42,              3.64,              2.66
36.78551,10.15781,1993,10,27,    6.10,    4.46,    1.67,    1.30,    7.77,    5.76,    4.98,    3.63,              0.54,              4.11,              3.35
36.78551,10.15781,1993,10,28,    3.74,    2.73,    4.67,    3.24,    8.42,    5.97,    6.41,    4.63,              0.60,              4.09,              3.68
36.78551,10.15781,1993,10,29,    4.86,    2.61,    1.61,    1.28,    6.47,    3.90,    3.79,    2.64,              0.50,              3.79,              3.02
36.78551,10.15781,1993,10,30,    3.56,    2.97,    5.09,    3.21,    8.65,    6.19,    6.59,    4.83,              0.45,              4.12,              2.74
36.78551,10.15781,1993,10,31,    3.25,    3.58,    6.01,    3.64,    9.26,    7.22,    7.87,    5.70,              0.44,              4.07,              2.65
36.78551,10.15781,1993,11,01,    6.59,    4.74,    1.84,    1.16,    8.43,    5.90,    5.76,    3.93,              0.52,              3.31,              3.08
36.78551,10.15781,1993,11,02,    4.66,    2.65,    2.77,    2.01,    7.43,    4.65,    5.16,    3.58,              0.56,              3.38,              3.31
36.78551,10.15781,1993,11,03,    7.91,    5.58,    2.27,    1.69,   10.19,    7.27,    6.26,    4.51,              0.48,              4.00,              2.80
36.78551,10.15781,1993,11,04,    7.77,    5.51,    2.78,    1.47,   10.55,    6.98,    7.01,    4.68,              0.24,              3.99,              1.37
36.78551,10.15781,1993,11,05,   10.51,    7.61,    0.53,    0.73,   11.04,    8.34,    7.35,    5.56,              0.58,              3.92,              3.33
36.78551,10.15781,1993,11,06,    6.72,    5.24,    3.60,    2.53,   10.32,    7.78,    5.83,    4.31,              0.61,              3.65,              3.44
36.78551,10.15781,1993,11,07,    5.99,    3.43,    0.58,    0.47,    6.57,    3.90,    3.06,    2.05,              0.63,              3.82,              3.51
36.78551,10.15781,1993,11,08,    2.75,    3.65,    4.84,    3.07,    7.59,    6.72,    6.07,    4.44,              0.62,              3.59,              3.43
36.78551,10.15781,1993,11,09,    3.61,    1.38,    2.53,    2.32,    6.14,    3.70,    4.13,    2.98,              0.55,              3.56,              3.03
36.78551,10.15781,1993,11,10,    2.91,    1.79,    2.48,    2.02,    5.39,    3.81,    3.74,    2.83,              0.62,              3.55,              3.36
36.78551,10.15781,1993,11,11,    6.74,    4.00,    0.43,    0.37,    7.17,    4.36,    3.31,    2.35,              0.64,              3.43,              3.43
36.78551,10.15781,1993,11,12,    3.62,    3.16,    5.48,    3.34,    9.09,    6.50,    6.98,    5.09,              0.55,              3.51,              2.92
36.78551,10.15781,1993,11,13,    1.99,    2.30,    5.95,    3.82,    7.95,    6.11,    6.88,    5.00,              0.51,              3.37,              2.68
36.78551,10.15781,1993,11,14,    4.64,    2.79,    1.09,    0.87,    5.73,    3.66,    3.47,    2.58,              0.64,              3.43,              3.38
36.78551,10.15781,1993,11,15,    8.93,    7.58,    2.82,    2.09,   11.75,    9.66,    8.33,    6.42,              0.47,              3.41,              2.44
36.78551,10.15781,1993,11,16,    6.44,    6.28,    5.07,    3.30,   11.52,    9.58,    9.12,    6.96,              0.40,              3.19,              2.05
36.78551,10.15781,1993,11,17,    2.54,    3.41,    5.48,    3.56,    8.01,    6.96,    7.14,    5.14,              0.36,              3.61,              1.86
36.78551,10.15781,1993,11,18,    2.56,    3.01,    5.02,    3.46,    7.58,    6.47,    6.32,    4.60,              0.28,              3.15,              1.41
36.78551,10.15781,1993,11,19,    1.61,    1.83,    4.88,    3.44,    6.49,    5.27,    5.76,    4.15,              0.56,              3.34,              2.80
36.78551,10.15781,1993,11,20,    5.57,    3.35,    0.83,    0.63,    6.40,    3.97,    3.96,    2.88,              0.60,              3.19,              2.99
36.78551,10.15781,1993,11,21,    7.79,    5.62,    1.90,    1.48,    9.69,    7.10,    6.06,    4.64,              0.40,              3.19,              2.00
36.78551,10.15781,1993,11,22,    5.84,    3.44,    3.06,    2.20,    8.90,    5.64,    5.25,    3.75,              0.56,              2.93,              2.75
36.78551,10.15781,1993,11,23,    5.83,    3.53,    2.92,    2.08,    8.75,    5.62,    5.87,    4.19,              0.63,              3.09,              3.08
36.78551,10.15781,1993,11,24,    5.87,    3.42,    2.88,    2.23,    8.75,    5.64,    5.39,    3.72,              0.36,              3.29,              1.76
36.78551,10.15781,1993,11,25,    3.43,    2.73,    4.47,    3.26,    7.90,    5.99,    6.11,    4.19,              0.12,              3.22,              0.60
36.78551,10.15781,1993,11,26,    3.04,    2.99,    6.72,    4.30,    9.76,    7.28,    7.91,    5.81,              0.57,              3.15,              2.73
36.78551,10.15781,1993,11,27,    3.24,    3.69,    9.26,    6.78,   12.50,   10.46,   10.88,    8.49,              0.46,              2.77,              2.17
36.78551,10.15781,1993,11,28,    1.87,    3.36,    8.54,    5.54,   10.40,    8.90,    9.53,    7.09,              0.57,              2.96,              2.67
36.78551,10.15781,1993,11,29,    2.36,    3.68,    8.16,    5.19,   10.52,    8.87,    9.41,    6.86,              0.57,              2.84,              2.66
36.78551,10.15781,1993,11,30,    6.69,    6.60,    4.95,    3.00,   11.64,    9.60,    8.72,    6.35,              0.41,              2.46,              1.89
36.78551,10.15781,1993,12,01,    4.98,    5.04,    4.86,    2.97,    9.84,    8.02,    7.41,    5.50,              0.27,              3.03,              1.25
36.78551,10.15781,1993,12,02,    5.92,    5.37,    2.45,    1.71,    8.37,    7.07,    6.17,    4.57,              0.54,              3.11,              2.48
36.78551,10.15781,1993,12,03,    3.82,    2.79,    1.10,    0.83,    4.92,    3.61,    3.10,    2.34,              0.50,              2.95,              2.31
36.78551,10.15781,1993,12,04,    9.00,    7.02,    2.22,    1.71,   11.22,    8.73,    7.14,    5.54,              0.30,              3.09,              1.36
36.78551,10.15781,1993,12,05,    2.15,    3.51,    7.61,    4.80,    9.76,    8.30,    8.82,    6.52,              0.50,              3.05,              2.25
36.78551,10.15781,1993,12,06,    4.96,    4.71,    4.81,    3.11,    9.77,    7.82,    7.92,    5.96,              0.49,              2.95,              2.20
36.78551,10.15781,1993,12,07,    3.55,    2.20,    4.30,    3.31,    7.85,    5.51,    6.15,    4.33,              0.65,              3.09,              2.91
36.78551,10.15781,1993,12,08,    3.00,    3.98,    6.73,    4.20,    9.73,    8.18,    8.01,    5.64,              0.58,              3.03,              2.60
36.78551,10.15781,1993,12,09,    2.84,    1.67,    4.98,    3.32,    7.83,    4.98,    6.22,    4.26,              0.64,              2.91,              2.87
36.78551,10.15781,1993,12,10,    3.51,    2.11,    2.81,    2.13,    6.32,    4.24,    4.82,    3.50,              0.66,              2.94,              2.94
36.78551,10.15781,1993,12,11,    4.39,    2.17,    4.04,    2.91,    8.43,    5.08,    5.72,    4.03,              0.65,              2.98,              2.86
36.78551,10.15781,1993,12,12,    4.28,    4.86,    6.01,    3.82,   10.29,    8.68,    8.56,    6.06,              0.47,              2.72,              2.08
36.78551,10.15781,1993,12,13,    6.68,    4.63,    2.86,    2.12,    9.54,    6.75,    6.66,    4.80,              0.65,              2.88,              2.88
36.78551,10.15781,1993,12,14,    7.03,    4.20,    1.16,    1.04,    8.19,    5.23,    5.47,    3.66,              0.36,              2.95,              1.57
36.78551,10.15781,1993,12,15,    3.08,    1.28,    3.18,    2.69,    6.26,    3.96,    4.85,    3.30,              0.53,              2.88,              2.31
36.78551,10.15781,1993,12,16,    3.46,    2.93,    5.27,    3.34,    8.74,    6.26,    7.01,    4.85,              0.64,              2.83,              2.80
36.78551,10.15781,1993,12,17,    2.71,    2.88,    6.08,    3.85,    8.79,    6.73,    7.59,    5.30,              0.56,              2.67,              2.45
36.78551,10.15781,1993,12,18,    2.29,    2.06,    4.11,    2.82,    6.39,    4.88,    5.47,    3.81,              0.61,              2.84,              2.66
36.78551,10.15781,1993,12,19,    2.90,    2.57,    4.08,    2.88,    6.98,    5.46,    5.51,    3.88,              0.51,              2.86,              2.22
36.78551,10.15781,1993,12,20,    2.25,    2.46,    5.18,    3.46,    7.42,    5.93,    6.51,    4.60,              0.41,              2.79,              1.80
36.78551,10.15781,1993,12,21,    4.36,    2.76,    3.01,    1.75,    7.36,    4.51,    4.95,    3.34,              0.64,              2.81,              2.80
36.78551,10.15781,1993,12,22,    2.61,    4.06,    7.83,    4.76,   10.44,    8.82,    9.03,    6.49,              0.57,              2.70,              2.49
36.78551,10.15781,1993,12,23,    7.44,    4.63,    0.19,    0.05,    7.62,    4.69,    4.28,    3.01,              0.52,              2.96,              2.28
36.78551,10.15781,1993,12,24,    5.67,    3.77,    3.94,    2.62,    9.61,    6.39,    6.64,    4.67,              0.54,              2.81,              2.37
36.78551,10.15781,1993,12,25,    3.75,    4.13,    7.03,    4.70,   10.78,    8.83,    8.87,    6.41,              0.54,              3.02,              2.38
36.78551,10.15781,1993,12,26,    9.72,    7.87,    9.04,    6.60,   18.76,   14.47,   14.01,   10.82,              0.30,              2.74,              1.31
36.78551,10.15781,1993,12,27,   14.19,   11.07,    4.07,    2.89,   18.26,   13.96,   10.77,    8.22,              0.58,              2.79,              2.56
36.78551,10.15781,1993,12,28,    4.13,    3.28,    4.69,    3.27,    8.82,    6.54,    6.72,    4.60,              0.35,              2.98,              1.56
36.78551,10.15781,1993,12,29,    2.31,    2.41,    6.52,    4.61,    8.83,    7.02,    8.02,    5.59,              0.34,              3.07,              1.51
36.78551,10.15781,1993,12,30,    1.92,    2.59,    6.29,    3.96,    8.21,    6.55,    7.28,    5.03,              0.35,              2.80,              1.54
36.78551,10.15781,1993,12,31,    5.55,    3.53,    2.11,    1.58,    7.66,    5.11,    5.49,    3.90,              0.55,              2.69,              2.44
36.78551,10.15781,1994,01,01,   10.46,    8.91,    4.44,    2.89,   14.89,   11.79,   11.00,    8.15,              0.35,              2.97,              1.57
36.78551,10.15781,1994,01,02,    7.77,    7.05,    8.67,    5.46,   16.44,   12.52,   13.00,    9.86,              0.41,              2.87,              1.85
36.78551,10.15781,1994,01,03,    5.01,    4.87,    5.03,    3.33,   10.04,    8.19,    7.81,    5.62,              0.62,              2.88,              2.80
