LAT,LON,YEAR,MO,DY,WS50M_RANGE,WS10M_RANGE,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M,KT,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN
36.78551,10.15781,1989,01,01,    3.08,    2.28,    3.40,    2.45,    6.48,    4.73,    5.47,    3.78,              0.23,              3.05,              1.04
36.78551,10.15781,1989,01,02,    3.08,    3.03,    3.44,    2.49,    6.52,    5.52,    4.96,    3.63,              0.42,              2.33,              1.89
36.78551,10.15781,1989,01,03,    2.45,    1.17,    2.20,    2.06,    4.64,    3.23,    3.64,    2.68,              0.50,              3.03,              2.26
36.78551,10.15781,1989,01,04,    2.41,    1.66,    1.09,    0.89,    3.50,    2.55,    2.06,    1.56,              0.24,              3.08,              1.08
36.78551,10.15781,1989,01,05,    5.24,    4.14,    0.32,    0.17,    5.56,    4.31,    3.52,    2.66,              0.33,              2.96,              1.51
36.78551,10.15781,1989,01,06,    2.91,    3.19,    5.88,    3.72,    8.79,    6.91,    7.73,    5.54,              0.54,              3.10,              2.44
36.78551,10.15781,1989,01,07,    2.85,    1.01,    4.35,    3.37,    7.21,    4.38,    5.56,    3.90,              0.53,              3.02,              2.41
36.78551,10.15781,1989,01,08,    5.16,    5.30,    5.04,    3.16,   10.21,    8.46,    8.14,    5.76,              0.34,              3.14,              1.58
36.78551,10.15781,1989,01,09,    2.90,    1.34,    2.16,    1.99,    5.07,    3.33,    3.57,    2.62,              0.65,              3.00,              3.00
36.78551,10.15781,1989,01,10,    2.97,    1.92,    1.47,    1.17,    4.44,    3.08,    3.10,    2.26,              0.62,              2.90,              2.90
36.78551,10.15781,1989,01,11,    3.76,    2.17,    0.71,    0.59,    4.47,    2.76,    2.84,    2.02,              0.63,              2.93,              2.93
36.78551,10.15781,1989,01,12,    5.09,    3.30,    0.08,    0.10,    5.16,    3.40,    2.57,    1.92,              0.59,              2.82,              2.78
36.78551,10.15781,1989,01,13,    3.32,    1.99,    1.40,    1.12,    4.72,    3.11,    2.69,    2.07,              0.56,              3.01,              2.67
36.78551,10.15781,1989,01,14,    3.55,    1.95,    1.75,    1.31,    5.31,    3.26,    3.03,    2.25,              0.48,              2.37,              2.29
36.78551,10.15781,1989,01,15,    2.74,    2.51,    1.48,    1.12,    4.23,    3.63,    2.71,    2.13,              0.37,              3.36,              1.78
36.78551,10.15781,1989,01,16,    2.23,    1.25,    2.43,    1.91,    4.66,    3.16,    3.41,    2.61,              0.45,              2.31,              2.16
36.78551,10.15781,1989,01,17,    4.38,    3.05,    3.05,    2.25,    7.43,    5.29,    5.35,    3.81,              0.47,              3.19,              2.29
36.78551,10.15781,1989,01,18,    5.66,    3.43,    0.27,    0.23,    5.93,    3.67,    3.39,    2.42,              0.56,              2.95,              2.77
36.78551,10.15781,1989,01,19,    4.01,    2.24,    1.13,    0.92,    5.13,    3.16,    2.94,    2.18,              0.51,              3.05,              2.52
36.78551,10.15781,1989,01,20,    4.66,    2.72,    1.13,    0.86,    5.79,    3.57,    3.17,    2.23,              0.63,              3.13,              3.12
36.78551,10.15781,1989,01,21,    3.87,    2.74,    2.37,    1.61,    6.24,    4.35,    4.54,    3.09,              0.50,              3.09,              2.49
36.78551,10.15781,1989,01,22,    2.20,    3.61,    6.59,    3.88,    8.79,    7.49,    7.68,    5.40,              0.42,              3.17,              2.15
36.78551,10.15781,1989,01,23,    3.53,    3.15,    6.08,    4.31,    9.60,    7.46,    7.59,    5.64,              0.48,              3.13,              2.44
36.78551,10.15781,1989,01,24,    4.28,    4.81,    4.43,    2.62,    8.72,    7.43,    7.38,    5.33,              0.23,              3.57,              1.19
36.78551,10.15781,1989,01,25,    3.46,    1.91,    1.27,    1.01,    4.73,    2.92,    3.06,    2.11,              0.40,              3.55,              2.09
36.78551,10.15781,1989,01,26,    4.66,    2.91,    0.41,    0.32,    5.07,    3.23,    2.39,    1.71,              0.59,              3.40,              3.08
36.78551,10.15781,1989,01,27,    2.43,    2.93,    4.62,    3.07,    7.05,    6.00,    6.05,    4.29,              0.47,              3.08,              2.49
36.78551,10.15781,1989,01,28,    2.65,    2.55,    2.70,    1.99,    5.35,    4.54,    4.58,    3.36,              0.34,              3.61,              1.79
36.78551,10.15781,1989,01,29,    3.45,    2.89,    2.36,    1.79,    5.81,    4.68,    4.07,    3.05,              0.37,              3.48,              1.99
36.78551,10.15781,1989,01,30,    3.27,    1.62,    1.77,    1.55,    5.04,    3.16,    3.29,    2.47,              0.62,              3.56,              3.35
36.78551,10.15781,1989,01,31,    2.78,    1.95,    2.37,    1.83,    5.14,    3.78,    3.32,    2.61,              0.52,              2.78,              2.84
36.78551,10.15781,1989,02,01,    3.18,    2.03,    0.96,    0.82,    4.14,    2.85,    2.63,    2.10,              0.60,              3.34,              3.33
36.78551,10.15781,1989,02,02,    2.74,    1.73,    0.92,    0.74,    3.66,    2.47,    2.36,    1.76,              0.62,              3.66,              3.48
36.78551,10.15781,1989,02,03,    3.89,    1.89,    1.13,    1.19,    5.02,    3.08,    2.79,    2.08,              0.52,              3.50,              2.92
36.78551,10.15781,1989,02,04,    4.53,    2.68,    3.14,    2.14,    7.67,    4.81,    4.67,    3.36,              0.59,              3.72,              3.39
36.78551,10.15781,1989,02,05,    4.10,    2.05,    3.51,    2.75,    7.60,    4.80,    5.30,    3.62,              0.60,              3.53,              3.43
36.78551,10.15781,1989,02,06,    2.83,    2.27,    2.85,    2.11,    5.68,    4.37,    4.30,    3.28,              0.45,              2.89,              2.60
36.78551,10.15781,1989,02,07,    2.23,    1.81,    2.96,    2.26,    5.18,    4.07,    4.14,    3.20,              0.47,              3.72,              2.78
36.78551,10.15781,1989,02,08,    3.49,    1.93,    1.05,    1.11,    4.53,    3.03,    2.65,    2.04,              0.50,              2.97,              2.94
36.78551,10.15781,1989,02,09,    5.62,    2.90,    1.23,    1.28,    6.85,    4.18,    4.30,    2.99,              0.58,              3.53,              3.47
36.78551,10.15781,1989,02,10,    3.49,    2.08,    2.60,    1.97,    6.10,    4.05,    4.17,    3.08,              0.37,              4.28,              2.25
36.78551,10.15781,1989,02,11,    3.41,    3.59,    4.37,    3.00,    7.78,    6.59,    5.96,    4.36,              0.39,              2.94,              2.40
36.78551,10.15781,1989,02,12,    2.69,    1.59,    2.59,    2.20,    5.28,    3.78,    3.81,    2.84,              0.50,              3.53,              3.10
36.78551,10.15781,1989,02,13,    6.40,    5.53,    4.22,    3.03,   10.62,    8.56,    8.58,    6.45,              0.43,              3.46,              2.67
36.78551,10.15781,1989,02,14,    3.92,    4.04,    8.81,    6.31,   12.73,   10.35,   10.33,    7.82,              0.35,              3.65,              2.18
36.78551,10.15781,1989,02,15,   10.33,    7.82,    1.03,    0.78,   11.36,    8.60,    8.72,    6.50,              0.22,              4.67,              1.39
36.78551,10.15781,1989,02,16,    3.93,    4.09,    6.06,    3.83,    9.99,    7.92,    8.47,    6.13,              0.58,              4.66,              3.69
36.78551,10.15781,1989,02,17,    5.83,    4.04,    1.61,    1.22,    7.44,    5.26,    4.81,    3.38,              0.74,              4.83,              4.79
36.78551,10.15781,1989,02,18,    3.58,    2.36,    3.25,    2.35,    6.83,    4.71,    5.19,    3.75,              0.56,              4.00,              3.68
36.78551,10.15781,1989,02,19,    4.05,    2.66,    2.07,    1.59,    6.12,    4.25,    4.19,    3.01,              0.64,              4.40,              4.19
36.78551,10.15781,1989,02,20,    4.58,    2.55,    1.87,    1.39,    6.45,    3.95,    3.53,    2.53,              0.59,              3.92,              3.90
36.78551,10.15781,1989,02,21,    3.38,    2.74,    1.78,    1.27,    5.15,    4.00,    3.56,    2.62,              0.60,              4.29,              4.04
36.78551,10.15781,1989,02,22,    2.87,    2.06,    0.69,    0.55,    3.56,    2.61,    2.63,    1.89,              0.52,              4.71,              3.52
36.78551,10.15781,1989,02,23,    5.03,    2.81,    0.50,    0.49,    5.52,    3.30,    2.68,    1.82,              0.47,              3.96,              3.21
36.78551,10.15781,1989,02,24,    4.47,    2.55,    1.90,    1.53,    6.38,    4.07,    4.52,    3.11,              0.52,              4.77,              3.56
36.78551,10.15781,1989,02,25,    5.92,    6.74,    7.34,    3.74,   13.26,   10.49,    9.62,    6.71,              0.51,              4.17,              3.53
36.78551,10.15781,1989,02,26,    8.99,    8.01,    6.76,    4.11,   15.76,   12.12,   11.16,    7.94,              0.33,              5.18,              2.33
36.78551,10.15781,1989,02,27,    8.87,    7.97,    6.78,    4.41,   15.65,   12.39,   11.79,    8.84,              0.43,              5.20,              3.04
36.78551,10.15781,1989,02,28,    6.71,    6.34,    6.63,    3.91,   13.35,   10.25,    9.54,    6.95,              0.38,              3.74,              2.71
36.78551,10.15781,1989,03,01,    4.68,    3.19,    5.36,    3.87,   10.04,    7.05,    7.15,    4.93,              0.54,              4.26,              3.90
36.78551,10.15781,1989,03,02,    7.44,    5.18,    1.77,    1.18,    9.21,    6.36,    6.41,    4.55,              0.57,              4.18,              4.18
36.78551,10.15781,1989,03,03,    6.84,    5.86,    4.76,    3.21,   11.60,    9.07,    7.75,    5.49,              0.59,              4.32,              4.33
36.78551,10.15781,1989,03,04,    5.50,    6.26,    7.13,    4.21,   12.63,   10.47,    9.89,    7.26,              0.58,              4.87,              4.28
36.78551,10.15781,1989,03,05,    5.88,    3.50,    2.89,    2.21,    8.77,    5.70,    5.82,    4.19,              0.59,              4.40,              4.41
36.78551,10.15781,1989,03,06,    5.20,    3.59,    0.13,    0.09,    5.34,    3.69,    2.02,    1.57,              0.57,              4.33,              4.28
36.78551,10.15781,1989,03,07,    4.44,    4.19,    1.64,    1.28,    6.08,    5.47,    4.07,    3.21,              0.52,              4.54,              3.93
36.78551,10.15781,1989,03,08,    6.27,    4.02,    1.54,    1.23,    7.81,    5.25,    3.22,    2.35,              0.52,              5.20,              3.99
36.78551,10.15781,1989,03,09,    6.65,    6.57,    7.59,    5.22,   14.24,   11.79,   10.91,    8.40,              0.46,              5.71,              3.57
36.78551,10.15781,1989,03,10,    2.81,    4.04,    8.20,    5.02,   11.01,    9.07,    9.51,    6.95,              0.27,              5.68,              2.07
36.78551,10.15781,1989,03,11,    1.85,    2.14,    6.20,    4.29,    8.05,    6.42,    7.21,    5.09,              0.52,              5.76,              4.10
36.78551,10.15781,1989,03,12,    7.51,    5.49,    0.41,    0.29,    7.91,    5.78,    5.62,    4.03,              0.69,              5.48,              5.48
36.78551,10.15781,1989,03,13,    3.99,    2.51,    1.40,    0.94,    5.39,    3.45,    3.28,    2.26,              0.71,              5.67,              5.67
36.78551,10.15781,1989,03,14,    7.28,    6.64,    3.97,    2.49,   11.26,    9.13,    8.25,    6.21,              0.63,              4.98,              5.12
36.78551,10.15781,1989,03,15,    6.80,    5.08,    3.63,    2.63,   10.43,    7.70,    7.44,    5.67,              0.55,              4.36,              4.47
36.78551,10.15781,1989,03,16,    6.55,    4.35,    0.61,    0.56,    7.16,    4.91,    4.03,    2.95,              0.61,              4.97,              4.99
36.78551,10.15781,1989,03,17,    1.78,    1.60,    5.85,    3.86,    7.63,    5.46,    6.54,    4.65,              0.65,              5.35,              5.35
36.78551,10.15781,1989,03,18,    2.77,    3.48,    6.31,    3.70,    9.08,    7.18,    7.43,    5.44,              0.51,              4.00,              4.25
36.78551,10.15781,1989,03,19,    3.39,    3.99,    6.16,    3.62,    9.55,    7.61,    7.82,    5.61,              0.47,              6.15,              3.91
36.78551,10.15781,1989,03,20,    6.45,    5.19,    2.48,    1.46,    8.93,    6.65,    5.77,    3.89,              0.43,              5.46,              3.66
36.78551,10.15781,1989,03,21,   10.96,    9.57,    3.05,    1.71,   14.01,   11.29,   10.19,    7.77,              0.36,              4.88,              3.08
36.78551,10.15781,1989,03,22,    4.45,    3.86,    7.01,    4.90,   11.45,    8.76,    8.58,    6.46,              0.28,              6.30,              2.44
36.78551,10.15781,1989,03,23,    7.40,    6.63,    7.46,    4.81,   14.86,   11.44,   10.70,    8.19,              0.54,              5.47,              4.66
36.78551,10.15781,1989,03,24,    5.98,    5.40,    8.84,    5.96,   14.82,   11.36,   12.23,    9.49,              0.36,              5.59,              3.09
36.78551,10.15781,1989,03,25,    2.74,    3.89,    8.70,    5.76,   11.45,    9.66,   10.10,    7.84,              0.52,              4.40,              4.59
36.78551,10.15781,1989,03,26,    6.87,    5.00,    1.79,    1.43,    8.66,    6.43,    6.06,    4.66,              0.56,              4.84,              4.95
36.78551,10.15781,1989,03,27,    7.86,    5.51,    1.03,    0.71,    8.89,    6.22,    4.84,    3.64,              0.62,              5.49,              5.52
36.78551,10.15781,1989,03,28,    2.48,    3.02,    7.80,    5.41,   10.28,    8.42,    8.87,    6.78,              0.63,              5.78,              5.61
36.78551,10.15781,1989,03,29,    5.17,    5.41,    7.61,    4.74,   12.78,   10.15,    9.76,    7.23,              0.47,              6.02,              4.22
36.78551,10.15781,1989,03,30,    4.08,    4.64,    7.87,    4.84,   11.94,    9.48,   10.02,    7.42,              0.62,              5.97,              5.66
36.78551,10.15781,1989,03,31,    5.05,    4.94,    6.02,    3.46,   11.07,    8.40,    8.58,    6.13,              0.61,              5.97,              5.52
36.78551,10.15781,1989,04,01,    7.29,    5.82,    0.12,    0.13,    7.42,    5.95,    3.90,    2.77,              0.54,              4.76,              5.00
36.78551,10.15781,1989,04,02,    8.21,    6.29,    1.23,    0.65,    9.44,    6.94,    4.60,    3.35,              0.54,              5.92,              4.96
36.78551,10.15781,1989,04,03,    9.30,    7.18,    0.33,    0.34,    9.63,    7.52,    6.43,    4.58,              0.42,              5.52,              3.93
36.78551,10.15781,1989,04,04,   12.19,    9.98,    0.84,    0.54,   13.03,   10.52,    6.85,    5.07,              0.52,              5.30,              4.83
36.78551,10.15781,1989,04,05,    5.37,    4.39,    1.77,    1.64,    7.14,    6.04,    4.27,    3.12,              0.54,              6.37,              5.07
36.78551,10.15781,1989,04,06,    4.66,    4.32,    3.71,    2.64,    8.37,    6.96,    6.80,    5.02,              0.60,              5.55,              5.64
36.78551,10.15781,1989,04,07,    7.34,    5.60,    2.69,    2.01,   10.02,    7.61,    6.24,    4.85,              0.58,              5.53,              5.55
36.78551,10.15781,1989,04,08,    2.42,    2.25,    7.07,    4.87,    9.48,    7.12,    8.05,    6.23,              0.57,              5.58,              5.43
36.78551,10.15781,1989,04,09,    3.61,    4.13,    6.43,    3.89,   10.03,    8.01,    8.34,    6.22,              0.57,              5.44,              5.47
36.78551,10.15781,1989,04,10,    8.53,    7.71,    6.52,    4.47,   15.05,   12.18,   11.35,    8.74,              0.58,              5.59,              5.65
36.78551,10.15781,1989,04,11,    7.03,    5.25,    1.56,    0.93,    8.59,    6.18,    5.80,    4.12,              0.37,              6.38,              3.62
36.78551,10.15781,1989,04,12,    5.46,    5.89,    6.21,    3.46,   11.67,    9.35,    8.44,    6.14,              0.48,              7.13,              4.73
36.78551,10.15781,1989,04,13,    9.69,    8.98,    6.81,    4.12,   16.50,   13.10,   10.53,    7.70,              0.64,              7.09,              6.26
36.78551,10.15781,1989,04,14,    6.09,    6.24,    9.84,    6.54,   15.93,   12.78,   13.04,    9.98,              0.59,              6.70,              5.81
36.78551,10.15781,1989,04,15,    6.95,    6.69,    5.98,    3.84,   12.92,   10.53,   10.68,    8.13,              0.53,              6.16,              5.27
36.78551,10.15781,1989,04,16,    3.85,    2.79,    1.75,    0.90,    5.61,    3.69,    3.30,    2.29,              0.66,              6.59,              6.59
36.78551,10.15781,1989,04,17,    4.34,    3.73,    2.49,    2.02,    6.83,    5.76,    4.78,    3.61,              0.33,              6.91,              3.31
36.78551,10.15781,1989,04,18,    3.43,    3.44,    2.66,    2.00,    6.09,    5.44,    4.07,    3.31,              0.56,              5.57,              5.67
36.78551,10.15781,1989,04,19,    3.14,    2.88,    2.94,    2.18,    6.08,    5.06,    4.41,    3.40,              0.41,              7.39,              4.11
36.78551,10.15781,1989,04,20,    4.25,    2.60,    1.89,    1.09,    6.13,    3.69,    3.94,    2.80,              0.61,              6.52,              6.16
36.78551,10.15781,1989,04,21,    4.94,    4.87,    3.45,    1.97,    8.39,    6.84,    6.68,    5.05,              0.47,              7.14,              4.83
36.78551,10.15781,1989,04,22,    4.26,    3.49,    2.58,    1.88,    6.83,    5.36,    5.65,    4.18,              0.69,              6.77,              7.08
36.78551,10.15781,1989,04,23,    4.12,    3.13,    1.62,    1.20,    5.74,    4.34,    3.49,    2.69,              0.52,              7.60,              5.40
36.78551,10.15781,1989,04,24,    5.53,    5.01,    4.70,    2.78,   10.24,    7.79,    7.26,    5.47,              0.68,              7.15,              7.06
36.78551,10.15781,1989,04,25,    6.72,    6.39,    9.15,    6.59,   15.87,   12.98,   12.29,    9.73,              0.65,              7.00,              6.79
36.78551,10.15781,1989,04,26,    5.53,    4.51,    2.67,    1.55,    8.20,    6.06,    5.83,    4.29,              0.68,              7.31,              7.14
36.78551,10.15781,1989,04,27,    7.74,    7.41,    6.29,    3.76,   14.03,   11.17,    9.67,    7.36,              0.42,              7.69,              4.38
36.78551,10.15781,1989,04,28,    4.40,    3.75,    6.59,    4.47,   10.99,    8.22,    8.79,    6.74,              0.49,              8.02,              5.15
36.78551,10.15781,1989,04,29,    8.76,    8.20,    6.86,    4.41,   15.62,   12.61,   11.78,    9.15,              0.30,              7.93,              3.21
36.78551,10.15781,1989,04,30,    3.23,    3.69,    8.23,    5.70,   11.46,    9.39,    9.83,    7.63,              0.43,              7.99,              4.57
36.78551,10.15781,1989,05,01,    2.82,    3.30,    7.63,    5.24,   10.45,    8.54,    9.06,    6.86,              0.48,              7.61,              5.12
36.78551,10.15781,1989,05,02,    3.69,    3.69,    8.26,    5.81,   11.95,    9.49,    9.66,    7.36,              0.25,              7.56,              2.72
36.78551,10.15781,1989,05,03,    3.85,    4.24,    4.80,    2.90,    8.64,    7.15,    7.78,    5.74,              0.44,              7.66,              4.73
36.78551,10.15781,1989,05,04,    2.08,    2.08,    3.83,    2.73,    5.91,    4.81,    5.11,    3.79,              0.47,              7.67,              5.08
36.78551,10.15781,1989,05,05,    2.89,    2.80,    3.77,    2.73,    6.66,    5.53,    5.57,    4.07,              0.59,              7.36,              6.42
36.78551,10.15781,1989,05,06,    3.47,    2.98,    3.86,    2.49,    7.33,    5.47,    6.02,    4.30,              0.68,              7.75,              7.38
36.78551,10.15781,1989,05,07,    3.36,    2.07,    2.21,    1.64,    5.57,    3.71,    3.99,    2.86,              0.67,              7.27,              7.27
36.78551,10.15781,1989,05,08,    7.51,    5.69,    0.24,    0.17,    7.74,    5.86,    3.94,    3.06,              0.64,              7.45,              6.99
36.78551,10.15781,1989,05,09,    3.14,    3.81,    5.55,    3.40,    8.70,    7.21,    7.12,    5.61,              0.56,              8.19,              6.10
36.78551,10.15781,1989,05,10,    3.71,    4.19,    5.16,    3.22,    8.87,    7.41,    6.84,    5.17,              0.51,              8.21,              5.60
36.78551,10.15781,1989,05,11,    6.09,    4.14,    2.39,    1.98,    8.48,    6.11,    4.91,    3.69,              0.62,              7.58,              6.80
36.78551,10.15781,1989,05,12,    6.92,    5.45,    1.73,    1.27,    8.65,    6.72,    6.97,    5.20,              0.48,              8.34,              5.27
36.78551,10.15781,1989,05,13,    2.61,    2.86,    7.64,    5.63,   10.24,    8.49,    8.76,    6.98,              0.62,              7.14,              6.86
36.78551,10.15781,1989,05,14,    3.53,    3.28,    7.49,    5.63,   11.03,    8.91,    9.28,    7.36,              0.47,              7.85,              5.20
36.78551,10.15781,1989,05,15,    3.84,    4.27,    7.48,    4.86,   11.32,    9.13,    9.55,    7.31,              0.72,              7.99,              7.99
36.78551,10.15781,1989,05,16,    2.94,    4.02,    6.53,    3.89,    9.47,    7.91,    7.77,    5.86,              0.55,              7.88,              6.09
36.78551,10.15781,1989,05,17,    2.53,    3.22,    4.90,    2.66,    7.43,    5.88,    6.37,    4.53,              0.47,              8.03,              5.28
36.78551,10.15781,1989,05,18,    4.74,    4.43,    3.00,    2.19,    7.74,    6.62,    6.16,    4.63,              0.45,              7.07,              4.99
36.78551,10.15781,1989,05,19,    4.53,    2.77,    1.52,    1.28,    6.05,    4.05,    3.30,    2.53,              0.59,              6.76,              6.67
36.78551,10.15781,1989,05,20,    4.01,    3.82,    3.11,    2.12,    7.12,    5.94,    5.00,    3.78,              0.68,              7.64,              7.64
36.78551,10.15781,1989,05,21,    1.80,    2.33,    3.91,    2.32,    5.71,    4.65,    4.75,    3.49,              0.58,              7.87,              6.56
36.78551,10.15781,1989,05,22,    4.00,    2.48,    1.75,    1.26,    5.74,    3.74,    3.83,    2.82,              0.53,              7.37,              5.98
36.78551,10.15781,1989,05,23,    8.45,    6.72,    3.45,    2.68,   11.90,    9.41,    6.74,    5.00,              0.55,              8.23,              6.24
36.78551,10.15781,1989,05,24,    9.35,    8.12,    6.48,    4.39,   15.83,   12.51,   11.08,    8.55,              0.56,              7.56,              6.33
36.78551,10.15781,1989,05,25,    2.94,    2.76,    6.48,    5.03,    9.42,    7.80,    8.22,    6.45,              0.15,              8.33,              1.72
36.78551,10.15781,1989,05,26,    3.25,    3.72,    4.10,    2.36,    7.35,    6.08,    5.89,    4.35,              0.39,              7.75,              4.45
36.78551,10.15781,1989,05,27,    4.68,    4.53,    3.02,    1.95,    7.70,    6.47,    5.67,    4.42,              0.35,              7.83,              3.97
36.78551,10.15781,1989,05,28,    3.73,    3.71,    4.39,    2.80,    8.11,    6.51,    6.68,    5.03,              0.64,              7.82,              7.35
36.78551,10.15781,1989,05,29,    6.14,    6.15,    6.04,    3.74,   12.17,    9.89,    8.34,    6.56,              0.63,              7.98,              7.23
36.78551,10.15781,1989,05,30,    5.97,    5.26,    2.77,    1.84,    8.74,    7.09,    6.23,    4.78,              0.55,              8.61,              6.29
36.78551,10.15781,1989,05,31,    3.54,    2.79,    5.04,    3.73,    8.58,    6.53,    6.94,    5.21,              0.52,              7.69,              5.99
36.78551,10.15781,1989,06,01,    6.96,    5.87,    0.48,    0.31,    7.44,    6.18,    5.60,    4.08,              0.56,              6.77,              6.43
36.78551,10.15781,1989,06,02,    3.18,    2.78,    2.23,    1.33,    5.41,    4.11,    4.09,    2.91,              0.56,              6.73,              6.44
36.78551,10.15781,1989,06,03,    5.28,    3.76,    1.21,    1.11,    6.49,    4.87,    3.12,    2.43,              0.46,              8.36,              5.30
36.78551,10.15781,1989,06,04,    2.65,    3.21,    5.08,    3.17,    7.73,    6.38,    6.14,    4.80,              0.55,              6.63,              6.38
36.78551,10.15781,1989,06,05,    5.83,    5.89,    4.96,    3.10,   10.79,    8.98,    7.67,    6.03,              0.11,              8.37,              1.24
36.78551,10.15781,1989,06,06,    7.54,    6.62,    3.03,    2.26,   10.57,    8.88,    8.32,    6.45,              0.61,              8.53,              7.07
36.78551,10.15781,1989,06,07,    3.83,    3.13,    1.70,    1.18,    5.53,    4.31,    3.53,    2.62,              0.56,              6.77,              6.42
36.78551,10.15781,1989,06,08,    4.35,    2.26,    2.21,    1.85,    6.56,    4.11,    3.89,    2.88,              0.52,              6.68,              6.00
36.78551,10.15781,1989,06,09,    5.68,    4.01,    2.37,    2.22,    8.05,    6.22,    4.85,    3.53,              0.55,              7.49,              6.41
36.78551,10.15781,1989,06,10,    4.95,    4.51,    2.42,    1.37,    7.37,    5.88,    5.79,    4.00,              0.30,              8.43,              3.52
36.78551,10.15781,1989,06,11,    8.02,    7.32,    2.50,    1.23,   10.52,    8.55,    8.46,    6.43,              0.59,              6.77,              6.80
36.78551,10.15781,1989,06,12,    4.76,    3.55,    2.40,    1.78,    7.16,    5.32,    5.43,    4.03,              0.53,              5.96,              6.09
36.78551,10.15781,1989,06,13,    4.09,    3.64,    0.77,    0.59,    4.86,    4.23,    3.44,    2.71,              0.54,              6.19,              6.28
36.78551,10.15781,1989,06,14,    4.97,    3.24,    0.84,    0.94,    5.81,    4.18,    2.83,    2.27,              0.55,              6.75,              6.38
36.78551,10.15781,1989,06,15,    4.21,    3.47,    1.49,    1.27,    5.70,    4.74,    3.43,    2.66,              0.59,              6.80,              6.85
36.78551,10.15781,1989,06,16,    3.74,    2.73,    1.35,    1.33,    5.09,    4.06,    2.69,    2.16,              0.58,              6.64,              6.69
36.78551,10.15781,1989,06,17,    5.87,    4.48,    1.24,    0.88,    7.11,    5.36,    4.20,    3.36,              0.55,              8.50,              6.33
36.78551,10.15781,1989,06,18,    2.74,    1.74,    2.60,    2.29,    5.34,    4.03,    4.21,    3.19,              0.40,              8.40,              4.65
36.78551,10.15781,1989,06,19,    3.49,    2.70,    2.64,    2.15,    6.13,    4.85,    3.99,    3.20,              0.63,              7.47,              7.33
36.78551,10.15781,1989,06,20,    2.14,    2.32,    2.73,    1.87,    4.86,    4.18,    3.57,    2.66,              0.27,              8.35,              3.09
36.78551,10.15781,1989,06,21,    3.69,    3.51,    0.94,    0.59,    4.63,    4.10,    2.57,    1.99,              0.46,              8.17,              5.32
36.78551,10.15781,1989,06,22,    7.51,    5.33,    0.38,    0.28,    7.89,    5.61,    3.11,    2.46,              0.59,              7.31,              6.79
36.78551,10.15781,1989,06,23,    5.99,    3.38,    1.59,    1.60,    7.58,    4.99,    4.59,    3.05,              0.43,              8.40,              4.95
36.78551,10.15781,1989,06,24,    5.42,    4.21,    0.37,    0.25,    5.79,    4.47,    3.90,    2.79,              0.66,              7.88,              7.64
36.78551,10.15781,1989,06,25,    4.70,    4.29,    2.01,    1.46,    6.71,    5.75,    5.26,    3.96,              0.72,              8.35,              8.35
36.78551,10.15781,1989,06,26,    5.71,    4.03,    1.15,    0.82,    6.85,    4.85,    3.73,    2.86,              0.66,              7.68,              7.68
36.78551,10.15781,1989,06,27,    5.97,    4.48,    1.08,    0.77,    7.05,    5.25,    4.28,    2.90,              0.70,              8.17,              8.11
36.78551,10.15781,1989,06,28,    3.69,    4.07,    5.17,    2.84,    8.87,    6.91,    6.76,    5.09,              0.52,              5.95,              6.05
36.78551,10.15781,1989,06,29,    4.59,    4.35,    4.52,    2.83,    9.11,    7.18,    7.44,    5.91,              0.55,              6.21,              6.40
36.78551,10.15781,1989,06,30,    4.39,    4.56,    4.12,    2.71,    8.51,    7.27,    6.07,    4.68,              0.50,              5.78,              5.78
36.78551,10.15781,1989,07,01,    4.19,    3.27,    2.41,    1.59,    6.60,    4.86,    4.97,    3.74,              0.73,              8.42,              8.42
36.78551,10.15781,1989,07,02,    3.33,    2.92,    0.75,    0.63,    4.07,    3.55,    2.29,    1.93,              0.62,              7.58,              7.10
36.78551,10.15781,1989,07,03,    7.21,    6.78,    4.93,    3.32,   12.14,   10.09,    9.09,    7.15,              0.61,              8.43,              7.06
36.78551,10.15781,1989,07,04,    4.80,    2.85,    1.00,    0.95,    5.81,    3.80,    3.87,    2.84,              0.70,              8.23,              8.07
36.78551,10.15781,1989,07,05,    4.29,    3.63,    1.43,    1.29,    5.73,    4.92,    4.15,    3.29,              0.64,              7.37,              7.38
36.78551,10.15781,1989,07,06,    2.60,    3.35,    3.05,    1.76,    5.64,    5.10,    4.62,    3.53,              0.58,              6.63,              6.63
36.78551,10.15781,1989,07,07,    5.27,    4.86,    2.46,    1.57,    7.73,    6.43,    4.81,    3.68,              0.59,              6.67,              6.73
36.78551,10.15781,1989,07,08,    6.57,    2.92,    0.80,    0.85,    7.37,    3.77,    3.11,    2.03,              0.55,              6.55,              6.34
36.78551,10.15781,1989,07,09,    4.88,    3.94,    1.60,    1.18,    6.47,    5.11,    3.05,    2.51,              0.58,              6.61,              6.60
36.78551,10.15781,1989,07,10,    3.63,    3.00,    0.20,    0.07,    3.83,    3.07,    2.07,    1.48,              0.69,              7.96,              7.94
36.78551,10.15781,1989,07,11,    5.69,    3.57,    0.73,    0.70,    6.43,    4.27,    4.18,    2.89,              0.56,              7.03,              6.39
